src,dst,amount,timestamp,is_fraud
vpa_21386,vpa_13164,1463.26,1767386117.0,0
vpa_675,vpa_20811,2914.44,1767386118.0,0
vpa_17317,vpa_26985,4295.06,1767386211.0,0
vpa_11202,vpa_6707,488.63,1767386244.0,0
vpa_8222,vpa_2250,3619.92,1767386248.0,0
vpa_7490,vpa_24824,1440.22,1767386269.0,0
vpa_3764,vpa_7410,37792.2,1767386276.0,1
vpa_17992,vpa_18622,885.84,1767386279.0,0
vpa_16660,vpa_9380,631.3,1767386301.0,0
vpa_15020,vpa_26367,338.1,1767386309.0,0
vpa_7944,vpa_22812,43999.41,1767386324.0,1
vpa_20618,vpa_10037,1964.02,1767386427.0,0
vpa_2908,vpa_9213,393.13,1767386508.0,0
vpa_18702,vpa_6271,1480.81,1767386532.0,0
vpa_19088,vpa_13427,1227.2,1767386559.0,0
vpa_16330,vpa_22607,1123.73,1767386571.0,0
vpa_29975,vpa_1727,6147.59,1767386606.0,0
vpa_21374,vpa_6156,1200.66,1767386735.0,0
vpa_1866,vpa_9439,109.31,1767386760.0,0
vpa_24112,vpa_18669,2340.12,1767386825.0,0
vpa_6661,vpa_6734,1215.54,1767386860.0,0
vpa_22024,vpa_4166,424.58,1767386913.0,0
vpa_4359,vpa_8510,2823.74,1767387123.0,0
vpa_29991,vpa_18725,1885.17,1767387131.0,0
vpa_10431,vpa_13788,1403.05,1767387162.0,0
vpa_13531,vpa_620,43542.92,1767387180.0,1
vpa_21607,vpa_14168,133.86,1767387203.0,0
vpa_4940,vpa_7251,1044.23,1767387266.0,0
vpa_26742,vpa_523,1357.67,1767387334.0,0
vpa_16049,vpa_10232,767.13,1767387531.0,0
vpa_17880,vpa_14125,974.73,1767387576.0,0
vpa_7283,vpa_25987,510.73,1767387583.0,0
vpa_28632,vpa_17746,1314.34,1767387615.0,0
vpa_19136,vpa_13267,1147.54,1767387689.0,0
vpa_1081,vpa_27716,1154.41,1767387772.0,0
vpa_9389,vpa_17346,878.27,1767387788.0,0
vpa_23084,vpa_7671,2833.67,1767387847.0,0
vpa_26946,vpa_5551,487.0,1767387863.0,0
vpa_11537,vpa_11321,1655.19,1767387887.0,0
vpa_11747,vpa_6753,714.74,1767387890.0,0
vpa_13455,vpa_26397,6342.79,1767387894.0,0
vpa_8100,vpa_13183,1741.25,1767387967.0,0
vpa_27147,vpa_27421,1679.99,1767387999.0,0
vpa_26154,vpa_23993,3742.44,1767388001.0,0
vpa_16651,vpa_13420,2555.74,1767388017.0,0
vpa_11524,vpa_24441,911.3,1767388022.0,0
vpa_21614,vpa_7085,417.65,1767388059.0,0
vpa_1030,vpa_18464,1622.98,1767388078.0,0
vpa_28922,vpa_25882,110.01,1767388264.0,0
vpa_29817,vpa_17927,4902.75,1767388316.0,0
vpa_26877,vpa_23498,1673.21,1767388322.0,0
vpa_10408,vpa_11049,1637.9,1767388343.0,0
vpa_29556,vpa_12802,4738.29,1767388352.0,0
vpa_10780,vpa_7166,5699.56,1767388359.0,0
vpa_8558,vpa_22114,2876.62,1767388377.0,0
vpa_9978,vpa_8378,753.19,1767388485.0,0
vpa_14078,vpa_14806,1680.95,1767388518.0,0
vpa_20706,vpa_1164,299.53,1767388529.0,0
vpa_15115,vpa_15184,1887.38,1767388567.0,0
vpa_13222,vpa_18019,324.49,1767388669.0,0
vpa_27349,vpa_26294,4258.8,1767388719.0,0
vpa_16604,vpa_19921,1247.18,1767388766.0,0
vpa_25051,vpa_15077,3720.15,1767388809.0,0
vpa_20141,vpa_11038,605.92,1767388895.0,0
vpa_3013,vpa_12390,1611.38,1767388963.0,0
vpa_6863,vpa_3572,1049.12,1767388981.0,0
vpa_13910,vpa_13448,858.66,1767389064.0,0
vpa_8354,vpa_29067,1792.46,1767389128.0,0
vpa_13927,vpa_9788,1042.59,1767389135.0,0
vpa_1004,vpa_14500,358.72,1767389136.0,0
vpa_13529,vpa_1338,744.76,1767389166.0,0
vpa_12971,vpa_28102,914.01,1767389334.0,0
vpa_26496,vpa_11983,323.98,1767389337.0,0
vpa_23536,vpa_27133,972.99,1767389372.0,0
vpa_19941,vpa_19621,1437.24,1767389391.0,0
vpa_8310,vpa_28200,4024.16,1767389399.0,0
vpa_24372,vpa_19179,2748.32,1767389458.0,0
vpa_768,vpa_23014,5554.78,1767389509.0,0
vpa_6973,vpa_24064,1189.99,1767389540.0,0
vpa_29488,vpa_21005,332.4,1767389584.0,0
vpa_3268,vpa_24869,4171.71,1767389641.0,0
vpa_2049,vpa_459,1461.61,1767389645.0,0
vpa_29777,vpa_14647,1667.42,1767389726.0,0
vpa_12396,vpa_6156,1910.9,1767389797.0,0
vpa_6904,vpa_20944,1971.73,1767389822.0,0
vpa_24949,vpa_4588,1254.9,1767389854.0,0
vpa_8407,vpa_19821,1125.15,1767389871.0,0
vpa_10438,vpa_28329,2804.74,1767389904.0,0
vpa_3579,vpa_22812,46805.13,1767389924.0,1
vpa_10004,vpa_18466,2362.6,1767389965.0,0
vpa_6162,vpa_23124,1840.3,1767389968.0,0
vpa_3215,vpa_20823,7209.01,1767389978.0,0
vpa_13603,vpa_6156,1213.66,1767389982.0,0
vpa_27747,vpa_12910,1777.02,1767390004.0,0
vpa_4733,vpa_557,1548.37,1767390061.0,0
vpa_3444,vpa_1338,653.22,1767390086.0,0
vpa_16265,vpa_12625,1338.51,1767390126.0,0
vpa_3714,vpa_11453,4587.55,1767390127.0,0
vpa_17891,vpa_19067,284.38,1767390142.0,0
vpa_3859,vpa_13788,1669.39,1767390144.0,0
vpa_2439,vpa_9872,2041.29,1767390152.0,0
vpa_23336,vpa_20332,538.64,1767390234.0,0
vpa_14313,vpa_23469,970.64,1767390408.0,0
vpa_10869,vpa_10390,1923.13,1767390493.0,0
vpa_8331,vpa_12143,3514.48,1767390575.0,0
vpa_4325,vpa_4166,1721.32,1767390661.0,0
vpa_22733,vpa_6734,296.68,1767390695.0,0
vpa_17353,vpa_25789,6298.97,1767390708.0,0
vpa_14451,vpa_620,40871.34,1767390780.0,1
vpa_14451,vpa_620,40581.94,1767390780.0,1
vpa_23317,vpa_4619,1599.25,1767390857.0,0
vpa_17047,vpa_5933,623.31,1767391209.0,0
vpa_16987,vpa_6695,1586.57,1767391217.0,0
vpa_14099,vpa_16335,4918.37,1767391251.0,0
vpa_16478,vpa_17979,1965.08,1767391257.0,0
vpa_21575,vpa_28771,434.51,1767391297.0,0
vpa_3724,vpa_15605,47503.5,1767391300.0,1
vpa_26172,vpa_22644,444.36,1767391310.0,0
vpa_4945,vpa_426,1953.65,1767391336.0,0
vpa_21305,vpa_26609,6681.88,1767391395.0,0
vpa_23826,vpa_25393,1029.03,1767391430.0,0
vpa_21101,vpa_17167,914.42,1767391550.0,0
vpa_27084,vpa_22233,1361.11,1767391553.0,0
vpa_4384,vpa_13681,214.79,1767391604.0,0
vpa_10012,vpa_27830,1667.48,1767391661.0,0
vpa_20436,vpa_656,4075.05,1767391681.0,0
vpa_16684,vpa_23124,539.56,1767391718.0,0
vpa_15952,vpa_18597,3117.36,1767391751.0,0
vpa_2082,vpa_15605,41263.01,1767391840.0,1
vpa_1308,vpa_6588,1966.08,1767391858.0,0
vpa_5148,vpa_6638,3045.47,1767391893.0,0
vpa_8107,vpa_28901,821.18,1767391893.0,0
vpa_140,vpa_3843,1037.79,1767391917.0,0
vpa_4423,vpa_20381,664.83,1767391949.0,0
vpa_9592,vpa_5852,106.47,1767391970.0,0
vpa_11858,vpa_16631,30831.11,1767391986.0,1
vpa_26646,vpa_21168,495.86,1767392009.0,0
vpa_13794,vpa_15605,41245.2,1767392020.0,1
vpa_11716,vpa_17121,1218.41,1767392059.0,0
vpa_23676,vpa_2046,255.43,1767392116.0,0
vpa_24798,vpa_13261,1036.42,1767392134.0,0
vpa_21832,vpa_16249,7981.14,1767392157.0,0
vpa_26024,vpa_3617,1344.92,1767392186.0,0
vpa_26345,vpa_13015,1419.12,1767392187.0,0
vpa_15964,vpa_26901,764.32,1767392191.0,0
vpa_28625,vpa_21254,692.14,1767392268.0,0
vpa_23809,vpa_29761,1955.03,1767392292.0,0
vpa_29345,vpa_3994,684.41,1767392298.0,0
vpa_15917,vpa_23755,3176.53,1767392319.0,0
vpa_17982,vpa_5991,6393.36,1767392330.0,0
vpa_23681,vpa_17204,8085.5,1767392383.0,0
vpa_29169,vpa_18871,1289.44,1767392391.0,0
vpa_20624,vpa_25962,1972.5,1767392398.0,0
vpa_10496,vpa_29779,672.98,1767392446.0,0
vpa_23317,vpa_29203,1276.62,1767392448.0,0
vpa_14733,vpa_13449,9619.99,1767392455.0,0
vpa_26193,vpa_9197,477.55,1767392471.0,0
vpa_26463,vpa_17108,801.34,1767392524.0,0
vpa_12332,vpa_12438,1972.42,1767392641.0,0
vpa_6166,vpa_11785,1772.63,1767392650.0,0
vpa_27640,vpa_9442,836.44,1767392695.0,0
vpa_5404,vpa_11886,3998.93,1767392700.0,0
vpa_7468,vpa_8939,1897.88,1767392764.0,0
vpa_23899,vpa_12046,5185.14,1767392785.0,0
vpa_17238,vpa_15605,28842.43,1767393040.0,1
vpa_4106,vpa_2719,1918.64,1767393095.0,0
vpa_17716,vpa_7791,1495.0,1767393166.0,0
vpa_8519,vpa_5327,32633.11,1767393184.0,1
vpa_7307,vpa_13207,161.77,1767393191.0,0
vpa_6168,vpa_4943,35171.18,1767393204.0,1
vpa_24433,vpa_15605,23940.35,1767393280.0,1
vpa_8753,vpa_4872,1461.86,1767393320.0,0
vpa_19824,vpa_4943,42182.97,1767393324.0,1
vpa_2847,vpa_24482,373.9,1767393388.0,0
vpa_4498,vpa_22812,42075.81,1767393524.0,1
vpa_7944,vpa_22812,40147.59,1767393524.0,1
vpa_1998,vpa_10948,903.73,1767393598.0,0
vpa_14593,vpa_27072,1414.14,1767393614.0,0
vpa_11907,vpa_5903,9814.44,1767393626.0,0
vpa_1404,vpa_21480,1984.47,1767393679.0,0
vpa_10535,vpa_4943,36641.04,1767393684.0,1
vpa_16924,vpa_21480,592.35,1767393770.0,0
vpa_29080,vpa_20252,76.57,1767393771.0,0
vpa_13805,vpa_523,389.28,1767393788.0,0
vpa_9996,vpa_27830,954.0,1767393802.0,0
vpa_4072,vpa_20168,949.63,1767393816.0,0
vpa_3672,vpa_13713,3112.34,1767393847.0,0
vpa_12161,vpa_1953,139.85,1767393865.0,0
vpa_11398,vpa_16631,22808.0,1767393906.0,1
vpa_15585,vpa_4943,49688.97,1767393984.0,1
vpa_15763,vpa_27457,9964.95,1767393985.0,0
vpa_28054,vpa_29405,1144.72,1767394022.0,0
vpa_5504,vpa_5990,1562.47,1767394057.0,0
vpa_11867,vpa_19643,1465.09,1767394168.0,0
vpa_25184,vpa_6199,1500.88,1767394185.0,0
vpa_9758,vpa_13457,905.58,1767394214.0,0
vpa_7303,vpa_21792,1388.49,1767394249.0,0
vpa_9338,vpa_24383,510.41,1767394267.0,0
vpa_843,vpa_1207,1519.61,1767394274.0,0
vpa_10279,vpa_620,43966.54,1767394380.0,1
vpa_823,vpa_2046,135.07,1767394565.0,0
vpa_21677,vpa_17315,557.87,1767394579.0,0
vpa_23700,vpa_16901,466.05,1767394644.0,0
vpa_5372,vpa_13075,1826.46,1767394683.0,0
vpa_14030,vpa_13919,570.21,1767394707.0,0
vpa_21329,vpa_21100,618.84,1767394728.0,0
vpa_1283,vpa_23032,745.21,1767394733.0,0
vpa_22952,vpa_26857,7475.43,1767394769.0,0
vpa_25205,vpa_6838,1995.74,1767394877.0,0
vpa_20157,vpa_28102,1828.13,1767394888.0,0
vpa_294,vpa_17594,1708.98,1767394975.0,0
vpa_16428,vpa_4943,26314.34,1767395004.0,1
vpa_17627,vpa_1810,2241.72,1767395037.0,0
vpa_3729,vpa_14887,1182.77,1767395122.0,0
vpa_23858,vpa_16990,1279.81,1767395174.0,0
vpa_5328,vpa_11778,7523.39,1767395197.0,0
vpa_5353,vpa_25304,122.17,1767395270.0,0
vpa_2878,vpa_24482,549.88,1767395324.0,0
vpa_28179,vpa_24383,547.09,1767395349.0,0
vpa_21106,vpa_15070,880.84,1767395358.0,0
vpa_22804,vpa_18725,675.72,1767395417.0,0
vpa_20082,vpa_29132,1133.33,1767395418.0,0
vpa_19476,vpa_19952,1455.22,1767395513.0,0
vpa_1049,vpa_15900,2546.9,1767395535.0,0
vpa_17067,vpa_13374,621.4,1767395648.0,0
vpa_26173,vpa_11446,1732.03,1767395709.0,0
vpa_18454,vpa_19303,4045.81,1767395723.0,0
vpa_3517,vpa_24039,1186.39,1767395766.0,0
vpa_10979,vpa_22243,3936.2,1767395793.0,0
vpa_1726,vpa_3105,4403.96,1767395844.0,0
vpa_4907,vpa_29249,869.01,1767395855.0,0
vpa_852,vpa_3128,916.27,1767396080.0,0
vpa_21610,vpa_23493,7153.95,1767396152.0,0
vpa_9602,vpa_20381,1635.31,1767396179.0,0
vpa_22238,vpa_26300,249.52,1767396221.0,0
vpa_7104,vpa_25526,24883.59,1767396226.0,1
vpa_10974,vpa_10017,947.92,1767396251.0,0
vpa_17565,vpa_16711,1657.15,1767396337.0,0
vpa_13527,vpa_12961,2673.59,1767396346.0,0
vpa_23718,vpa_19206,574.96,1767396360.0,0
vpa_7326,vpa_16397,4552.89,1767396435.0,0
vpa_16558,vpa_15514,1605.72,1767396583.0,0
vpa_1495,vpa_7254,4198.7,1767396714.0,0
vpa_17216,vpa_6932,894.46,1767396725.0,0
vpa_22424,vpa_24379,1312.72,1767396804.0,0
vpa_26346,vpa_24852,615.24,1767396937.0,0
vpa_17132,vpa_26373,3760.96,1767396966.0,0
vpa_13411,vpa_13816,251.68,1767396981.0,0
vpa_4961,vpa_4366,2809.49,1767397060.0,0
vpa_2964,vpa_15567,1501.72,1767397103.0,0
vpa_20174,vpa_22812,46189.71,1767397124.0,1
vpa_20174,vpa_22812,43395.02,1767397124.0,1
vpa_16757,vpa_6156,1101.04,1767397249.0,0
vpa_24261,vpa_7065,4932.62,1767397255.0,0
vpa_22326,vpa_4162,964.02,1767397299.0,0
vpa_13205,vpa_1584,1887.64,1767397369.0,0
vpa_11601,vpa_8876,388.07,1767397416.0,0
vpa_5850,vpa_13788,1748.04,1767397425.0,0
vpa_7549,vpa_3083,6594.98,1767397518.0,0
vpa_27067,vpa_17737,929.53,1767397553.0,0
vpa_7932,vpa_8485,857.97,1767397623.0,0
vpa_12001,vpa_16048,1886.64,1767397743.0,0
vpa_6705,vpa_25739,6763.89,1767397756.0,0
vpa_12231,vpa_14682,741.85,1767397784.0,0
vpa_17717,vpa_11427,483.73,1767397801.0,0
vpa_23131,vpa_27295,164.4,1767397860.0,0
vpa_21305,vpa_11180,1584.7,1767397919.0,0
vpa_23965,vpa_8378,1552.55,1767397938.0,0
vpa_21429,vpa_13747,190.58,1767397988.0,0
vpa_20139,vpa_5390,3833.64,1767397996.0,0
vpa_17191,vpa_14107,848.89,1767397997.0,0
vpa_23624,vpa_19201,1049.85,1767398077.0,0
vpa_12587,vpa_523,1376.1,1767398077.0,0
vpa_16755,vpa_2901,1132.53,1767398078.0,0
vpa_7742,vpa_13207,1113.25,1767398140.0,0
vpa_7841,vpa_16218,1939.78,1767398161.0,0
vpa_29848,vpa_14052,1813.92,1767398176.0,0
vpa_24462,vpa_6588,1499.67,1767398217.0,0
vpa_7042,vpa_12075,4083.07,1767398293.0,0
vpa_2973,vpa_3806,925.45,1767398409.0,0
vpa_11721,vpa_13207,1758.05,1767398463.0,0
vpa_3659,vpa_23078,1104.37,1767398482.0,0
vpa_4329,vpa_4290,1659.72,1767398513.0,0
vpa_11849,vpa_7945,414.08,1767398558.0,0
vpa_11050,vpa_1320,2472.29,1767398666.0,0
vpa_19712,vpa_23078,1214.03,1767398691.0,0
vpa_11734,vpa_27807,782.46,1767398830.0,0
vpa_9381,vpa_21323,838.15,1767398901.0,0
vpa_4135,vpa_12481,565.19,1767398959.0,0
vpa_20920,vpa_16901,190.07,1767398973.0,0
vpa_1892,vpa_26343,540.75,1767398984.0,0
vpa_22882,vpa_26675,1575.84,1767399005.0,0
vpa_22291,vpa_7251,1032.48,1767399107.0,0
vpa_1478,vpa_23124,164.69,1767399111.0,0
vpa_19244,vpa_2496,343.63,1767399139.0,0
vpa_23581,vpa_27295,1759.13,1767399174.0,0
vpa_2542,vpa_19186,1440.21,1767399202.0,0
vpa_20575,vpa_4162,1754.92,1767399309.0,0
vpa_3824,vpa_27235,1826.24,1767399363.0,0
vpa_18597,vpa_21138,67.45,1767399401.0,0
vpa_3107,vpa_19545,2747.36,1767399425.0,0
vpa_3577,vpa_24064,125.81,1767399434.0,0
vpa_23165,vpa_19206,985.34,1767399481.0,0
vpa_21753,vpa_23488,965.27,1767399585.0,0
vpa_28743,vpa_3348,3670.65,1767399645.0,0
vpa_26438,vpa_4154,1440.55,1767399683.0,0
vpa_18546,vpa_29203,977.72,1767399701.0,0
vpa_8310,vpa_6753,1696.59,1767399716.0,0
vpa_15701,vpa_13681,555.13,1767399724.0,0
vpa_23890,vpa_15514,1885.24,1767399732.0,0
vpa_8501,vpa_19096,3745.4,1767399742.0,0
vpa_6300,vpa_16990,1397.78,1767399751.0,0
vpa_11475,vpa_13427,1517.6,1767399780.0,0
vpa_4878,vpa_29880,1855.46,1767399818.0,0
vpa_4004,vpa_13330,944.09,1767399831.0,0
vpa_12168,vpa_12089,605.02,1767399961.0,0
vpa_9047,vpa_12431,904.2,1767400039.0,0
vpa_16616,vpa_29203,884.25,1767400139.0,0
vpa_13959,vpa_25125,417.07,1767400181.0,0
vpa_3340,vpa_14806,1024.13,1767400189.0,0
vpa_28844,vpa_3599,934.73,1767400227.0,0
vpa_3499,vpa_24882,1257.06,1767400253.0,0
vpa_16709,vpa_11604,332.01,1767400259.0,0
vpa_3897,vpa_14806,1065.52,1767400301.0,0
vpa_5026,vpa_12693,1559.35,1767400397.0,0
vpa_21754,vpa_28000,2152.83,1767400425.0,0
vpa_9512,vpa_5346,2127.19,1767400530.0,0
vpa_14249,vpa_526,739.0,1767400578.0,0
vpa_28729,vpa_29249,675.15,1767400593.0,0
vpa_815,vpa_27811,7674.3,1767400654.0,0
vpa_4281,vpa_4290,764.62,1767400678.0,0
vpa_8740,vpa_13330,239.18,1767400719.0,0
vpa_1365,vpa_150,4368.25,1767400775.0,0
vpa_19928,vpa_26935,1123.56,1767400809.0,0
vpa_10529,vpa_23411,1044.62,1767400814.0,0
vpa_1859,vpa_18343,3971.91,1767400936.0,0
vpa_20798,vpa_5505,697.77,1767401023.0,0
vpa_7200,vpa_19600,3818.2,1767401041.0,0
vpa_16720,vpa_3946,1359.14,1767401082.0,0
vpa_26001,vpa_3705,1413.28,1767401210.0,0
vpa_26662,vpa_5637,2844.29,1767401251.0,0
vpa_9858,vpa_14080,4913.48,1767401281.0,0
vpa_11063,vpa_26675,258.75,1767401296.0,0
vpa_12378,vpa_4619,556.35,1767401300.0,0
vpa_17055,vpa_17594,485.17,1767401316.0,0
vpa_8073,vpa_25987,1884.58,1767401343.0,0
vpa_7967,vpa_11604,904.8,1767401354.0,0
vpa_15997,vpa_24750,827.09,1767401378.0,0
vpa_8044,vpa_15324,1157.7,1767401419.0,0
vpa_13835,vpa_15169,1465.12,1767401449.0,0
vpa_23824,vpa_18622,635.08,1767401485.0,0
vpa_29849,vpa_24882,1462.13,1767401563.0,0
vpa_12456,vpa_6975,732.91,1767401658.0,0
vpa_22570,vpa_17305,6388.01,1767401666.0,0
vpa_1269,vpa_777,272.64,1767401679.0,0
vpa_20855,vpa_3974,1565.45,1767401785.0,0
vpa_3293,vpa_14647,1786.19,1767401943.0,0
vpa_18708,vpa_18622,752.65,1767401963.0,0
vpa_25722,vpa_7720,1484.06,1767401984.0,0
vpa_10325,vpa_13747,969.46,1767402115.0,0
vpa_19321,vpa_11162,3077.91,1767402124.0,0
vpa_28648,vpa_12691,1122.82,1767402129.0,0
vpa_10786,vpa_26758,1685.13,1767402130.0,0
vpa_21666,vpa_19156,9668.3,1767402179.0,0
vpa_13902,vpa_13457,829.42,1767402185.0,0
vpa_8666,vpa_26328,1776.83,1767402288.0,0
vpa_22941,vpa_17707,1332.05,1767402310.0,0
vpa_7181,vpa_12023,2482.08,1767402343.0,0
vpa_28888,vpa_4804,1572.42,1767402351.0,0
vpa_5313,vpa_18748,2976.87,1767402359.0,0
vpa_5767,vpa_24424,1647.14,1767402410.0,0
vpa_1985,vpa_11343,2403.41,1767402431.0,0
vpa_28620,vpa_8915,1708.18,1767402503.0,0
vpa_29867,vpa_5990,1319.71,1767402600.0,0
vpa_17132,vpa_19921,284.26,1767402625.0,0
vpa_6729,vpa_12764,1108.44,1767402823.0,0
vpa_1583,vpa_1164,1923.32,1767402845.0,0
vpa_3395,vpa_7157,1215.19,1767402849.0,0
vpa_19921,vpa_1466,1777.53,1767402852.0,0
vpa_6678,vpa_16938,740.46,1767402862.0,0
vpa_20792,vpa_21005,1098.63,1767402924.0,0
vpa_27976,vpa_12690,5980.91,1767403019.0,0
vpa_28254,vpa_5097,1746.76,1767403045.0,0
vpa_10065,vpa_28056,1121.89,1767403107.0,0
vpa_27125,vpa_13644,1113.89,1767403178.0,0
vpa_232,vpa_13652,2120.84,1767403183.0,0
vpa_15127,vpa_23295,2294.25,1767403220.0,0
vpa_17629,vpa_17898,1642.22,1767403233.0,0
vpa_4517,vpa_21773,1722.84,1767403254.0,0
vpa_16453,vpa_23833,100.3,1767403262.0,0
vpa_5918,vpa_25469,1744.38,1767403317.0,0
vpa_21717,vpa_8935,1051.26,1767403353.0,0
vpa_27176,vpa_5414,148.24,1767403357.0,0
vpa_14188,vpa_19872,537.4,1767403363.0,0
vpa_18247,vpa_20840,295.56,1767403408.0,0
vpa_3249,vpa_19483,335.37,1767403436.0,0
vpa_19448,vpa_28771,123.25,1767403486.0,0
vpa_13101,vpa_9611,912.27,1767403506.0,0
vpa_25277,vpa_9399,6729.68,1767403516.0,0
vpa_9685,vpa_18638,1133.79,1767403624.0,0
vpa_9945,vpa_18161,500.54,1767403630.0,0
vpa_18064,vpa_5264,1725.03,1767403676.0,0
vpa_16666,vpa_4027,3226.13,1767403789.0,0
vpa_5367,vpa_13330,211.55,1767403801.0,0
vpa_29694,vpa_20603,434.1,1767403818.0,0
vpa_1579,vpa_8638,1621.75,1767403830.0,0
vpa_22675,vpa_6067,430.81,1767403873.0,0
vpa_17003,vpa_3994,1591.04,1767403888.0,0
vpa_15026,vpa_14647,1250.77,1767403912.0,0
vpa_25612,vpa_18264,646.35,1767404123.0,0
vpa_13582,vpa_26381,47317.13,1767404124.0,1
vpa_7889,vpa_22249,977.96,1767404154.0,0
vpa_24682,vpa_15966,9362.83,1767404203.0,0
vpa_14024,vpa_21926,287.7,1767404249.0,0
vpa_6312,vpa_12235,7296.56,1767404295.0,0
vpa_7944,vpa_22812,47840.62,1767404324.0,1
vpa_7944,vpa_22812,46259.41,1767404324.0,1
vpa_24277,vpa_22812,40718.8,1767404324.0,1
vpa_25353,vpa_27453,656.93,1767404345.0,0
vpa_28432,vpa_2697,6650.95,1767404500.0,0
vpa_12143,vpa_2705,1664.92,1767404505.0,0
vpa_5091,vpa_21323,1439.29,1767404534.0,0
vpa_24137,vpa_7544,189.95,1767404577.0,0
vpa_18189,vpa_10337,873.08,1767404618.0,0
vpa_14410,vpa_10550,635.52,1767404697.0,0
vpa_5639,vpa_5056,624.21,1767404719.0,0
vpa_23116,vpa_2054,958.08,1767404794.0,0
vpa_27999,vpa_22562,631.92,1767404821.0,0
vpa_6832,vpa_13725,821.32,1767404828.0,0
vpa_21622,vpa_26638,1466.18,1767404855.0,0
vpa_13699,vpa_1421,672.84,1767404889.0,0
vpa_5857,vpa_25469,996.69,1767404981.0,0
vpa_23330,vpa_20168,1985.77,1767404987.0,0
vpa_28042,vpa_19486,1450.9,1767405070.0,0
vpa_12651,vpa_12925,1068.74,1767405144.0,0
vpa_3246,vpa_22240,238.23,1767405218.0,0
vpa_25626,vpa_29468,1573.39,1767405225.0,0
vpa_7506,vpa_9265,785.85,1767405372.0,0
vpa_12001,vpa_19980,1777.34,1767405377.0,0
vpa_12269,vpa_9155,1661.78,1767405465.0,0
vpa_7874,vpa_11038,1128.42,1767405523.0,0
vpa_15290,vpa_10390,1757.37,1767405599.0,0
vpa_10682,vpa_29300,1642.69,1767405608.0,0
vpa_8641,vpa_8291,6130.44,1767405650.0,0
vpa_21625,vpa_16516,3700.48,1767405657.0,0
vpa_22539,vpa_6707,622.51,1767405663.0,0
vpa_15937,vpa_3617,110.46,1767405745.0,0
vpa_13992,vpa_14386,4597.25,1767405817.0,0
vpa_28928,vpa_1611,1566.35,1767405839.0,0
vpa_28007,vpa_4876,903.01,1767405840.0,0
vpa_19660,vpa_26023,1900.59,1767405854.0,0
vpa_17922,vpa_7251,537.07,1767405893.0,0
vpa_4161,vpa_13606,376.16,1767405896.0,0
vpa_22940,vpa_11038,1519.74,1767405908.0,0
vpa_6309,vpa_15323,497.4,1767405934.0,0
vpa_309,vpa_6932,508.76,1767406011.0,0
vpa_17609,vpa_3290,612.28,1767406052.0,0
vpa_3419,vpa_10382,1307.77,1767406108.0,0
vpa_27774,vpa_27839,1055.08,1767406190.0,0
vpa_9223,vpa_1256,1614.44,1767406297.0,0
vpa_23936,vpa_2585,481.94,1767406302.0,0
vpa_19683,vpa_26371,3872.27,1767406355.0,0
vpa_14746,vpa_25937,3416.21,1767406446.0,0
vpa_11022,vpa_18264,303.35,1767406582.0,0
vpa_12322,vpa_20515,452.86,1767406726.0,0
vpa_5828,vpa_13164,1789.26,1767406732.0,0
vpa_9905,vpa_23587,6610.46,1767406774.0,0
vpa_8967,vpa_19686,6993.01,1767406826.0,0
vpa_17057,vpa_3341,1066.5,1767406834.0,0
vpa_1920,vpa_19656,2143.78,1767406970.0,0
vpa_19885,vpa_20968,518.55,1767407067.0,0
vpa_26813,vpa_13919,719.67,1767407150.0,0
vpa_11238,vpa_12586,445.15,1767407304.0,0
vpa_5125,vpa_14168,991.08,1767407365.0,0
vpa_3373,vpa_8485,1876.71,1767407417.0,0
vpa_9688,vpa_11180,369.3,1767407481.0,0
vpa_23203,vpa_88,2911.62,1767407488.0,0
vpa_12415,vpa_15169,939.06,1767407502.0,0
vpa_7871,vpa_12390,845.27,1767407517.0,0
vpa_7672,vpa_4619,299.41,1767407530.0,0
vpa_25158,vpa_24482,430.17,1767407584.0,0
vpa_14229,vpa_1414,1531.87,1767407597.0,0
vpa_16045,vpa_16938,1647.39,1767407609.0,0
vpa_8358,vpa_24403,3865.27,1767407612.0,0
vpa_14166,vpa_22656,582.12,1767407685.0,0
vpa_20996,vpa_10333,187.54,1767407715.0,0
vpa_28330,vpa_12438,1058.85,1767407729.0,0
vpa_24370,vpa_20294,1186.56,1767407741.0,0
vpa_5819,vpa_11790,277.36,1767407790.0,0
vpa_27060,vpa_19231,9254.36,1767407799.0,0
vpa_19766,vpa_24867,580.4,1767407821.0,0
vpa_10455,vpa_21100,1744.82,1767407884.0,0
vpa_20174,vpa_22812,44374.31,1767407924.0,1
vpa_4498,vpa_22812,42768.51,1767407924.0,1
vpa_2287,vpa_27839,393.9,1767407991.0,0
vpa_6259,vpa_25277,6664.73,1767408066.0,0
vpa_25655,vpa_20216,32980.61,1767408109.0,1
vpa_8299,vpa_131,3491.33,1767408161.0,0
vpa_5681,vpa_18973,9848.8,1767408176.0,0
vpa_28718,vpa_777,391.63,1767408246.0,0
vpa_23467,vpa_15737,6422.16,1767408260.0,0
vpa_3468,vpa_13164,1951.56,1767408261.0,0
vpa_28488,vpa_17111,2904.39,1767408307.0,0
vpa_24566,vpa_15,1083.5,1767408331.0,0
vpa_21659,vpa_19250,1685.85,1767408427.0,0
vpa_13628,vpa_4876,472.75,1767408430.0,0
